date,source,title,address,borough,developers,url
2025-11-04,DOB NOW: Build – Approved Permits,Structural,EAST   71 STREET,MANHATTAN,MMH CAPITAL LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,CORNELIA STREET,BROOKLYN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,EAST   70 STREET,MANHATTAN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,AVENUE N,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,76 STREET,BROOKLYN,SELF-EMPLOYED,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,Support of Excavation,31 STREET,QUEENS,2468 LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,104 STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,CORTLANDT STREET,MANHATTAN,MAYORE ESTATES LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,ADAM CLAYTON POWELL JR BOULEVARD,MANHATTAN,VENTURE NY PROPERTY MANAGEMENT,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,SCHENCK COURT,BROOKLYN,NEW YORK FOUNDLING CHARITIABLE,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,Foundation,OXFORD PLACE,STATEN ISLAND,N/A,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,Structural,71 AVENUE,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,CLINTON AVENUE,BROOKLYN,HEARTSHARE HUMAN SERVICES OF NEW YO,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,80 STREET,QUEENS,ROCKLYN ASSET CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,ORANGE STREET,BROOKLYN,54 ORANGE STREET OWNERS CORP.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,Structural,215 STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,DARTMOUTH STREET,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,Structural,LIBERTY AVENUE,QUEENS,THE SERVICE INC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,SUTTER AVENUE,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,BEAVER ROAD,QUEENS,MR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,RUTGERS STREET,MANHATTAN,BUILDING REP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,MADISON AVENUE,MANHATTAN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,DOB NOW: Build – Approved Permits,General Construction,EAST   66 STREET,MANHATTAN,ASTOR TERRACE CONDOMINIUM,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2025-11-04,The Real Deal,https://therealdeal.com/data/,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/data/
2025-11-04,The Real Deal,https://therealdeal.com/databook-2025-digital/,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/databook-2025-digital/
2025-11-04,The Real Deal,https://therealdeal.com/brand-studio/,,,Two Roads Development; The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/brand-studio/
2025-11-04,The Real Deal,Latest stories,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/latest/
2025-11-04,The Real Deal,Terms and Conditions for Subscriptions,,,The Real Deal LLC; Company does not issue refunds. The Company; Company. These Terms do not grant any rights to use the Company,https://therealdeal.com/terms-and-conditions-for-data-use/
2025-11-04,The Real Deal,"Real news, delivered straight to you",,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/newsletters/
