date,source,title,address,borough,developers,url
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,75 STREET,QUEENS,THEO MANAGEMENT CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Full Demolition,CHERRY AVENUE,QUEENS,J+J REALTY LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Full Demolition,MESEROLE STREET,BROOKLYN,Meserole Lorimer Realty LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,WARREN STREET,MANHATTAN,MICHAEL MAIZNER,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,61 STREET,BROOKLYN,SUNSET PARK CONDO,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,JUNCTION BOULEVARD,QUEENS,230 SARATOGA REALTY LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,DENNETT PLACE,BROOKLYN,14dennett123LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,7 AVENUE,MANHATTAN,GEOFFERY GANDOLFE,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,ST JOHNS PLACE,BROOKLYN,DAFNONAS ESTATES LTD,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,WEST   10 STREET,MANHATTAN,SKY MANAGEMENT,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,EAST   80 STREET,MANHATTAN,MANHATTAN CHURCH OF CHRIST,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,87 STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   79 STREET,MANHATTAN,mitchell Nelson,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   71 STREET,MANHATTAN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,FRANCIS LEWIS BOULEVARD,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,NOBLE AVENUE,BRONX,NEW YORK CITY HOUSING AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,KINGSTON AVENUE,BROOKLYN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,56 ROAD,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,VALENTINE AVENUE,BRONX,FAIZ AHMED,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,HILLSIDE AVENUE,QUEENS,NYC SCHOOL CONSTRUCTION,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,HARMAN STREET,QUEENS,PARK HILL DESIGN INC.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,TIMES SQUARE,MANHATTAN,JAMESTOWN OTS,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,ROOSEVELT AVENUE,QUEENS,Tenzins kitchen inc,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Construction Fence,EAST 2 STREET,MANHATTAN,BARRIER FREE LIVING,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,EAST NEW YORK AVENUE,BROOKLYN,Xenolith Partners LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,80 STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,8 AVENUE,MANHATTAN,GFP REAL ESTATE LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,PIERREPONT STREET,BROOKLYN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,RHINE AVENUE,STATEN ISLAND,NYC SCHOOL CONSTRUCTION AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,FORBELL STREET,BROOKLYN,N/A,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,64 LANE,QUEENS,URENA CONSTRUCTION & DESIGN,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,RIVERSIDE DRIVE,MANHATTAN,GERARD J. PICASO DIVISION OF HALSTE,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,DECATUR STREET,BROOKLYN,SERVICEMASTER RESTORATION BY MARANO,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,CLERMONT AVENUE,BROOKLYN,ROCKLYN ASSET CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,77 AVENUE,QUEENS,30 COMMERCIAL LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,FORBELL STREET,BROOKLYN,N/A,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,EAST    4 STREET,BROOKLYN,1544 Realty LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   52 STREET,MANHATTAN,Louis Solmonson,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,58 STREET,BROOKLYN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,FDR DRIVE,MANHATTAN,NYC Parks,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,49 AVENUE,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,WEST   81 STREET,MANHATTAN,OLEG PSHENITSYN,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,WOODBINE STREET,BROOKLYN,NYC SCHOOL CONSTRUCTION AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,WILLOUGHBY AVENUE,BROOKLYN,"BLACK VETERANS FOR SOCIAL JUSTICE,",https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,5 AVENUE,MANHATTAN,David Wasserman,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,PAUL AVENUE,BRONX,DASNY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,EAST 2 STREET,MANHATTAN,BARRIER FREE LIVING,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,VESEY STREET,MANHATTAN,CBRE,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,THIRD AVENUE,MANHATTAN,HALSTEAD MANAGEMENT CO.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,CLAY STREET,BROOKLYN,INVESTMATES,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,SEA GATE ROAD,STATEN ISLAND,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,JAY STREET,BROOKLYN,ROCKLYN ASSET CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,LINDEN BOULEVARD,QUEENS,CAMBRIA ACADEMY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   88 STREET,MANHATTAN,Nouveau Property Management Corp.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,56 ROAD,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,49 STREET,BROOKLYN,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,19 STREET,BROOKLYN,INTERBORO PROPERTY MANAGEMENT CORP.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,DEAN STREET,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,LAFAYETTE AVENUE,BRONX,NEW YORK CITY HOUSING AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,AVENUE U,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,EAST  223 STREET,BRONX,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,BUHRE AVENUE,BRONX,Y&Z DEVELOPERS INC.,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,12 ROAD,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,KINGSTON PLACE,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,EAST   17 STREET,BROOKLYN,NYC SCHOOL CONSTRUCTION AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,BEDFORD AVENUE,BROOKLYN,EI HOLDINGS NY LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,90 STREET,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,AVENUE W,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,HARMAN STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Earth Work,ERICSSON STREET,QUEENS,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST 2 STREET,MANHATTAN,BARRIER FREE LIVING,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,WEST   29 STREET,MANHATTAN,Soo Jung,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,FRANKLIN STREET,MANHATTAN,Building Equity Management LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,RESERVOIR AVENUE,BRONX,JAY HOLDING CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,CROMWELL AVENUE,BRONX,MZS REALTY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Full Demolition,56 STREET,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,LAGUARDIA PLACE,MANHATTAN,Andrew Pirgousis,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,CHAUNCEY STREET,BROOKLYN,NYC SCHOOL CONSTRUCTION AUTHORITY,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,COLUMBIA HEIGHTS,BROOKLYN,"25-30 COLUMBIA HEIGHTS (BROOKLYN),",https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,183 STREET,QUEENS,PR,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,EAST    4 STREET,BROOKLYN,1544 Realty LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Earth Work,40 STREET,BROOKLYN,Not Applicable,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,CATALPA AVENUE,QUEENS,Avenues Equity Partners,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,227 STREET,QUEENS,169-12 FOCH BLVD LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,ELDER AVENUE,STATEN ISLAND,NELLO DEVELOPMENT CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,62 STREET,BROOKLYN,CHAIM FISHMAN AND ASSOCIATES.COM,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,MAIN STREET,QUEENS,CA PLAZA LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   10 STREET,MANHATTAN,RENEE VIOLA,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,HARPER STREET,QUEENS,NYC DEPARTMENT OF TRANSPORTATION,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,YORK AVENUE,MANHATTAN,ENTERPRISE 45TH OWNERSHIP CORP,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,250 STREET,QUEENS,NA,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,WALTON AVENUE,BRONX,HARLEM PROPERTY MANAGEMENT,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,VILLAGE ROAD NORTH,BROOKLYN,TIMELESS DEVELOPMENT LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Construction Fence,186 STREET,QUEENS,N/A,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,EAST   87 STREET,MANHATTAN,BARRY CHAFETZ,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Support of Excavation,9 STREET,QUEENS,YNH CONSTRUCTION NY LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Foundation,EAST  215 STREET,BRONX,707 East 215th Street LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,General Construction,57 AVENUE,QUEENS,HOJS 57 LLC,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,DOB NOW: Build – Approved Permits,Structural,264 STREET,QUEENS,N/A,https://data.cityofnewyork.us/resource/rbx6-tga4.json
2026-06-07,The Real Deal,Latest stories,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/latest/
2026-06-07,The Real Deal,"Real news, delivered straight to you",,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/newsletters/
2026-06-07,The Real Deal,https://therealdeal.com/databook-2026-digital/,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/databook-2026-digital/
2026-06-07,The Real Deal,https://therealdeal.com/brand-studio/,,,Two Roads Development; The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/brand-studio/
2026-06-07,The Real Deal,Terms and Conditions for Subscriptions,,,The Real Deal LLC; Company does not issue refunds. The Company; Company. These Terms do not grant any rights to use the Company,https://therealdeal.com/terms-and-conditions-for-data-use/
2026-06-07,The Real Deal,https://therealdeal.com/data/,,,The Real Deal is a registered Trademark of Korangy Publishing Inc,https://therealdeal.com/data/
2026-06-07,YIMBY,"Three-Building Bay Terrace Residential Complex Begins Construction in Bayside, Queens",Three-Building Bay Terrace Residential Complex Begins Construction,Queens,Cord Meyer Development,https://newyorkyimby.com/2026/06/three-building-bay-terrace-residential-complex-begins-construction-in-bayside-queens.html
2026-06-07,YIMBY,"New Commercial Building Proposed for 144 Spring Street In Soho, Manhattan","New Commercial Building Proposed for 144 Spring Street In Soho, Manhattan",Manhattan,Manhattan. Designed by BKSK Architects for 144 Spring Holdings LLC; City Urban Realty,https://newyorkyimby.com/2026/06/new-commercial-building-proposed-for-144-spring-street-in-soho-manhattan.html
2026-06-07,YIMBY,"Three New Residential Projects Coming to Bushwick, Brooklyn","Three New Residential Projects Coming to Bushwick, Brooklyn",Brooklyn,Camber Property Group and RiseBoro Community Partnership,https://newyorkyimby.com/2026/06/three-new-residential-projects-coming-to-bushwick-brooklyn.html
2026-06-07,YIMBY,"Permits Filed for 3219 Barnes Avenue in Olinville, The Bronx",3219 Barnes Avenue,Bronx,behind the applications. The proposed 44-foot-tall development will yield 21,https://newyorkyimby.com/2026/06/permits-filed-for-3219-barnes-avenue-in-olinville-the-bronx.html
